source_id,source_name,long,lat,utm_x,utm_y,bg_geoid,county,release_ht_meters,side_length,sz,sy
27153SW078,Killian,-94.72415,46.30041,367220.3090198398,5128870.558995799,271537901001,Todd,2,500,0.9,120.5
27041SW141,La Grande,-95.49575,45.89941,306400.25239703583,5085900.257246456,270414509001,Douglas,2,500,0.9,120.5
27041SW029,Kluver,-95.3294,45.95675,319490.2805679275,5091880.459544831,270414505003,Douglas,2,500,0.9,120.5
27149SW066,Stevens County,-95.89039,45.56138,274430.3257605538,5049379.803035038,271494803001,Stevens,2,500,0.9,120.5
27145SW116,Sauk Centre,-94.93201,45.72447,349659.86186950945,5065250.145930097,271450115002,Stearns,2,500,0.9,120.5
27145SW035,"St. Augusta (Landfill, Inc.)",-94.13666,45.48321,411170.0900566753,5037259.509277494,271450114002,Stearns,2,500,0.9,120.5
27145SW018,Bueckers #1,-94.76115,45.67746,362840.36236566014,5059720.436948575,271450106002,Stearns,2,500,0.9,120.5
27145SW172,Paynesville,-94.69174,45.36301,367509.8499068753,5024669.521411449,271450110003,Stearns,2,500,0.9,120.5
27059SW129,Isanti-Chisago County,-93.14977,45.55286,488309.903331261,5044380.031417825,270591304001,Isanti,2,500,0.9,120.5
27025SW072,Pine Lane,-92.98073,45.34161,501509.71880510036,5020900.261514483,270251104012,Chisago,2,500,0.9,120.5
27011SW096,Big Stone County,-96.69618,45.5483,211479.92022560805,5050510.320689773,270119502001,Big Stone,2,500,0.9,120.5
27151SW108,Benson,-95.57444,45.32906,298260.2076056227,5022730.133484283,271519603002,Swift,2,500,0.9,120.5
27067SW079,Kandiyohi,-95.01205,45.27861,342190.36802191794,5015870.423974105,270677802003,Kandiyohi,2,500,0.9,120.5
27171SW044,Lindenfelser,-93.68221,45.17989,446399.9378579398,5003160.567529055,271711008013,Wright,2,500,0.9,120.5
27171SW059,French Lake,-94.21531,45.1706,404499.68551275245,5002620.54866946,271711005002,Wright,2,500,0.9,120.5
27003SW043,Oak Grove,-93.33299,45.31673,473900.2918061433,5018189.993187031,270030501153,Anoka,2,500,0.9,120.5
27003SW094,Anoka Municipal Regional,-93.43435,45.24087,465910.3154611769,5009800.323099361,270030502282,Anoka,2,500,0.9,120.5
27003SW008,Johnson Bros/Lochness,-93.15591,45.17651,487749.69440855616,5002570.550007823,270030508161,Anoka,2,500,0.9,120.5
27003SW028,Waste Disposal Engineering,-93.31196,45.22704,475510.07698157785,5008219.499621352,270030502204,Anoka,2,500,0.9,120.5
27003SW047,East Bethel,-93.22346,45.36542,482500.24289464357,5023569.518408179,270030501093,Anoka,2,500,0.9,120.5
27093SW070,Meeker County **,-94.49561,45.16907,382470.2951113664,5002820.205033457,270935602001,Meeker,2,500,0.9,120.5
27163SW001,Washington County,-92.91866,45.0087,506409.8659590561,4983920.078315653,271630704052,Washington,2,500,0.9,120.5
27053SW061,Woodlake,-93.61842,45.04828,451299.99524785037,4988499.721515684,270530271011,Hennepin,2,500,0.9,120.5
27053SW058,Hopkins,-93.4197,44.91101,466870.0545094118,4973150.484778213,270530234005,Hennepin,2,500,0.9,120.5
27023SW052,Chippewa County,-95.62777,44.94401,292689.6777568376,4980090.109056957,270239503001,Chippewa,2,500,0.9,120.5
27173SW042,Yellow Medicine,-95.62537,44.85242,292549.71860306716,4969909.616787722,271739701004,Yellow Medicine,2,500,0.9,120.5
27037SW057,Freeway,-93.29483,44.79392,476679.73877947516,4960100.212864677,270370607102,Dakota,2,500,0.9,120.5
27037SW050,Dakhue,-92.92834,44.57291,505689.7046257054,4935510.393193937,270370614021,Dakota,2,500,0.9,120.5
27129SW090,Renville County,-95.01852,44.6705,340000.136608481,4948330.005886983,271297904002,Renville,2,500,0.9,120.5
27143SW002,Sibley County,-94.1861,44.54489,405779.97926732316,4933079.620310217,271431703002,Sibley,2,500,0.9,120.5
27127SW083,Redwood County,-95.21509,44.51849,323960.18817149155,4931849.519678463,271277504001,Redwood,2,500,0.9,120.5
27049SW157,Goodhue Cooperative,-92.58087,44.39454,533379.9042546772,4915780.4631990865,270490804002,Goodhue,2,500,0.9,120.5
27049SW174,Goodhue County (Red Wing),-92.57042,44.55268,534119.8837615603,4933350.5091214245,270490802003,Goodhue,2,500,0.9,120.5
27083SW023,Lyon County,-95.9023,44.34734,268670.06434710184,4914549.549417726,270833606002,Lyon,2,500,0.9,120.5
27015SW089,Brown County,-94.59898,44.28121,372409.80400680844,4904350.164427396,270159604004,Brown,2,500,0.9,120.5
27157SW154,Wabasha County,-91.98826,44.2529,580770.1255755437,4900460.17638191,271574902003,Wabasha,2,500,0.9,120.5
27013SW064,Mankato Public Works,-94.12587,44.16828,409989.71496506734,4891179.838339771,270131709002,Blue Earth,2,500,0.9,120.5
27013SW113,Hansen,-94.12913,44.16888,409730.0008949868,4891250.0554490695,270131709002,Blue Earth,2,500,0.9,120.5
27013SW087,Blue Earth/Ponderosa,-94.09552,44.12383,412350.36863899394,4886209.941840459,270131709003,Blue Earth,2,500,0.9,120.5
27117SW120,Pipestone County,-96.16748,44.03384,246189.95738409113,4880510.412720537,271174601001,Pipestone,2,500,0.9,120.5
27101SW104,Murray County,-95.84731,43.95143,271529.73286052956,4870420.011304402,271019002003,Murray,2,500,0.9,120.5
27033SW143,Cottonwood County,-95.20298,43.94713,323219.6037202763,4868359.874589534,270332703002,Cottonwood,2,500,0.9,120.5
27169SW025,Winona County,-91.66372,43.99738,607140.1315457032,4872449.779750713,271696708005,Winona,2,500,0.9,120.5
27169SW026,Geisler,-91.74882,44.03697,600250.2160558205,4876739.968090134,271696701003,Winona,2,500,0.9,120.5
27147SW131,Steele County,-93.11093,43.9558,491099.68586398294,4866969.643420834,271479605001,Steele,2,500,0.9,120.5
27039SW121,Dodge County,-92.75634,44.0468,519519.8636989952,4877099.69172054,270399505001,Dodge,2,500,0.9,120.5
27109SW355,Olmsted County-Kalmar,-92.586729,44.044658833809656,533108.7818174744,4876916.032319929,271090019002,Olmsted,2,500,0.9,120.5
27109SW005,Olmsted County (Roch/Locoshonas),-92.50286,44.13106,539769.9309461113,4886549.692800282,271090019003,Olmsted,2,500,0.9,120.5
27165SW081,Watonwan County,-94.54428,43.97693,376140.1991201953,4870469.683472042,271659503004,Watonwan,2,500,0.9,120.5
27133SW077,Rock County,-96.16737,43.663,244619.7453985953,4839320.192105665,271335703001,Rock,2,500,0.9,120.5
27105SW011,Nobles County,-95.75842,43.67271,277629.9493071545,4839220.314845976,271051051003,Nobles,2,500,0.9,120.5
27063SW101,Jackson County,-95.17227,43.61999,324730.3637191135,4831960.057401023,270634803001,Jackson,2,500,0.9,120.5
27091SW076,Gofer,-94.49009,43.75878,380049.797891508,4846160.534089562,270917902004,Martin,2,500,0.9,120.5
27055SW126,Houston County,-91.49989,43.77215,620729.9079204159,4847660.032656093,270550203002,Houston,2,500,0.9,120.5
27043SW069,Faribault County,-93.89029,43.66364,428219.6426297015,4834900.231043207,270434605001,Faribault,2,500,0.9,120.5
27045SW049,Ironwood,-92.37867,43.62184,550129.933929414,4830060.362584092,270459603001,Fillmore,2,500,0.9,120.5
27047SW085,Albert Lea,-93.37952,43.68205,469410.2916958902,4836629.792561204,270471805001,Freeborn,2,500,0.9,120.5
27099SW062,Red Rock,-92.89691,43.67867,508309.62542699825,4836189.595540391,270990010003,Mower,2,500,0.9,120.5
27139SW032,Louisville,-93.59233,44.75891,453119.9630147535,4956339.555212679,271390807002,Scott,2,500,0.9,120.5
27079SW063,MN Sanitation Services,-93.95666,44.27048,423649.8388088495,4902360.131264002,270799506002,Le Sueur,2,500,0.9,120.5
27079SW067,Tellijohn,-93.9243,44.40444,426400.240440929,4917210.109323775,270799502004,Le Sueur,2,500,0.9,120.5
27079SW091,Sun Prairie,-93.65385,44.40928,447939.83432921075,4917540.178269521,270799503001,Le Sueur,2,500,0.9,120.5
27131SW123,Rice County,-93.22744,44.37428,481880.2203579091,4913469.814184971,271310702004,Rice,2,500,0.9,120.5
27161SW100,Waseca County,-93.49512319,44.009253871978665,460310.0909816642,4873019.797596963,271617903003,Waseca,2,500,0.9,120.5
27021SW169,Cass County Longville-Remer,-94.0346,46.95632,421280.1452663173,5200829.580780709,270219602001,Cass,2,500,0.9,120.5
27021SW033,Maple,-94.39863,46.59581,392869.716807242,5161199.6027345,270219607002,Cass,2,500,0.9,120.5
27021SW179,Cass County Walker Hackensack,-94.51495,46.97401,384770.1216030846,5203389.732840287,270219603012,Cass,2,500,0.9,120.5
27001SW145,Aitkin Area,-93.73754,46.46384,443369.7347362673,5145849.635320066,270017905022,Aitkin,2,500,0.9,120.5
27001SW150,Hickory Grove,-93.52586,46.27035,459480.23555341264,5124220.312056106,270017905012,Aitkin,2,500,0.9,120.5
27035SW181,Crosby,-93.95903,46.49847,426409.92779625056,5149880.1085732635,270359507005,Crow Wing,2,500,0.9,120.5
27035SW243,Fifty Lakes Modified,-94.12105,46.74025,414359.68607595324,5176909.8763493225,270359501001,Crow Wing,2,500,0.9,120.5
27035SW111,Crow Wing County (Old),-94.07027,46.43574,417779.6962821131,5143019.520779159,270359508002,Crow Wing,2,500,0.9,120.5
27035SW376,Crow Wing County,-94.08089,46.43312,416959.8712145505,5142739.49997277,270359508002,Crow Wing,2,500,0.9,120.5
27097SW015,Greater Morrison,-94.29618,45.94245,399530.0485766776,5088470.091155134,270977803002,Morrison,2,500,0.9,120.5
27095SW082,Mille Lacs,-93.71644,45.66475,444190.33957315667,5057049.597495068,270951704003,Mille Lacs,2,500,0.9,120.5
27137SW164,Floodwood Modified,-92.8451,46.89394,511799.644142772,5193389.80170345,271370112001,Saint Louis,2,500,0.9,120.5
27137SW163,Brookston,-92.59489,46.85832,530880.0246147441,5189499.578394608,271370112003,Saint Louis,2,500,0.9,120.5
27137SW175,Cotton Area Modified,-92.46856,47.12372,540309.6307887924,5219049.812857542,271370114003,Saint Louis,2,500,0.9,120.5
27137SW177,Vermillion Modified,-92.2245,47.81077,558059.8745759334,5295559.579812437,271370154003,Saint Louis,2,500,0.9,120.5
27137SW237,Cook Area Modified,-92.68395,47.88044,523630.31876786705,5303060.108586057,271370155004,Saint Louis,2,500,0.9,120.5
27137SW262,Highway 77 Seasonal,-92.38653,47.84415,545899.6770508584,5299160.545425843,271370155004,Saint Louis,2,500,0.9,120.5
27137SW003,McKinley,-92.40676,47.51017,544670.2416087547,5262030.519946594,271370136001,Saint Louis,2,500,0.9,120.5
27137SW065,WLSSD (Duluth Disposal Co),-92.15916,46.85352,564099.6974592789,5189229.707575179,271370003001,Saint Louis,2,500,0.9,120.5
27137SW128,Hudson,-92.26043,47.54693,555649.7638314168,5266210.379836433,271370139002,Saint Louis,2,500,0.9,120.5
27137SW097,East Mesaba **,-92.49736,47.50754,537850.0803990896,5261690.121928495,271370132001,Saint Louis,2,500,0.9,120.5
27137SW038,Hoyt Lakes,-92.11958,47.53765,566259.8040316694,5265289.596007779,271370140001,Saint Louis,2,500,0.9,120.5
27137SW204,Orr,-92.9225,48.0132,505779.6764234883,5317770.256665832,271370155001,Saint Louis,2,500,0.9,120.5
27137SW068,Northwoods,-91.90295,47.79384,582160.0230967171,5293969.477764877,271370154002,Saint Louis,2,500,0.9,120.5
27137SW161,Hibbing,-92.96978,47.40921,502279.892662618,5250640.207848137,271370121002,Saint Louis,2,500,0.9,120.5
