source_id,source_name,lat,long,release_point_type,height,height_units,diameter,dimaeter_unit,exit_gas_flow_rate,exit_gas_flow_rate_unit,exit_gas_temperature,exit_gas_temperature_unit,sy,sz,utm_x,utm_y,GEOID10,COUNTYNAME,geometry
27121POTW01,Starbuck WWTP,45.61054331,-95.53547332,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,302300.8698168264,5053904.579177964,271219702002,Pope,"c(302300.869816826, 5053904.57917796)"
27131POTW02,Faribault WWTP,44.3060492,-93.2715192,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,478343.3990966875,4905901.807962981,271310707002,Rice,"c(478343.399096687, 4905901.80796298)"
27131POTW03,Lonsdale WWTP,44.4753984,-93.4168564,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,466846.91605216934,4924760.995121934,271310701003,Rice,"c(466846.916052169, 4924760.99512193)"
27109POTW02,Rochester WWTP/Water Reclamation Plant,44.063733072112,-92.46774709,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,542627.21893276,4879089.270891133,271090017032,Olmsted,"c(542627.21893276, 4879089.27089113)"
27095POTW01,Princeton WWTP,45.5513,-93.5709,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,455437.9447580113,5044354.301480952,271410301021,Sherburne,"c(455437.944758011, 5044354.30148095)"
27137POTW10,Hibbing WWTP South Plant,47.3729630200536,-92.91571334,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,506363.21425883495,5246614.9372404525,271370121004,Saint Louis,"c(506363.214258835, 5246614.93724045)"
27137POTW02,Hoyt Lakes WWTP,47.509615,-92.1500431,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,564001.2791527067,5262148.370362971,271370140002,Saint Louis,"c(564001.279152707, 5262148.37036297)"
27145POTW06,Sauk Centre WWTP,45.7234164,-94.9416629,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,348905.8831902775,5065151.27813806,271450115005,Stearns,"c(348905.883190277, 5065151.27813806)"
27147POTW05,Hope - Somerset Township WWTP,43.969831,-93.2683427,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,478474.96118359914,4868557.041050143,271479605003,Steele,"c(478474.961183599, 4868557.04105014)"
27157POTW02,Wabasha WWTP,44.3537195,-92.0115231,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,578778.0064633366,4911635.9925665315,271574901001,Wabasha,"c(578778.006463337, 4911635.99256653)"
27169POTW04,Whitewater River Regional WWTP,43.9831391,-92.0570074,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,575625.1273822491,4870432.336403385,271696710001,Winona,"c(575625.127382249, 4870432.33640338)"
27171POTW01,Saint Michael WWTP,45.1983403,-93.6590388,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,448237.185108525,5005195.114189965,271711008024,Wright,"c(448237.185108525, 5005195.11418996)"
27045POTW06,Harmony WWTP,43.5440519,-92.0078533,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,580151.3048866967,4821711.819159295,270459605003,Fillmore,"c(580151.304886697, 4821711.8191593)"
27045POTW01,Lanesboro WWTP,43.7220168,-91.9706676,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,582910.3484096845,4841513.384440933,270459606001,Fillmore,"c(582910.348409684, 4841513.38444093)"
27049POTW05,Pine Island WWTP,44.2033342,-92.6386731,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,528869.9507139613,4894520.594331413,270490808003,Goodhue,"c(528869.950713961, 4894520.59433141)"
27049POTW06,Red Wing WWTP,44.5711701,-92.5279175,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,537483.8203115434,4935423.003562147,270490802001,Goodhue,"c(537483.820311543, 4935423.00356215)"
27063POTW01,Lakefield WWTP,43.6847326,-95.1746116,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,324729.90564986924,4839155.6342467265,270634802003,Jackson,"c(324729.905649869, 4839155.63424673)"
27059POTW03,Isanti WWTP,45.5017456462593,-93.24772167,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,480646.89753731654,5038720.281909164,270591305022,Isanti,"c(480646.897537317, 5038720.28190916)"
27067POTW08,Glacial Lakes SSWD,45.256939031702,-94.84509086,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,355230.216058811,5013149.644980528,270677801002,Kandiyohi,"c(355230.216058811, 5013149.64498053)"
27049POTW04,Cannon Falls WWTP,44.51601591,-92.88864452,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,508850.08645050885,4929194.219709358,270490806003,Goodhue,"c(508850.086450509, 4929194.21970936)"
27099POTW02,Austin WWTP,43.6549141,-92.9726446,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,502205.8665694008,4833546.435270442,270990008004,Mower,"c(502205.866569401, 4833546.43527044)"
27073POTW02,Madison WWTP,45.0022408080612,-96.16605969,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,250475.64873682565,4988076.8983517345,270731801002,Lac Qui Parle,"c(250475.648736826, 4988076.89835173)"
27127POTW05,Delhi WWTP,44.596805,-95.208339,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,324732.08257170167,4940534.226996721,271277504001,Redwood,"c(324732.082571702, 4940534.22699672)"
27135POTW01,Springsteel Island Sanitary District,48.9469654,-95.3121434,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,330710.77631501114,5424136.7136214115,271359701002,Roseau,"c(330710.776315011, 5424136.71362141)"
27141POTW04,Zimmerman WWTP,45.4253634,-93.5828727,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,454401.90466688137,5030369.868748037,271410301014,Sherburne,"c(454401.904666881, 5030369.86874804)"
27137POTW17,ISD 2142 Pre-Kindergarten to Grade 12 N School,47.88722659,-92.77669421,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,516693.87476595456,5303790.184682885,271370151001,Saint Louis,"c(516693.874765955, 5303790.18468289)"
27159POTW01,Wadena WWTP,46.4416857,-95.125281,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,336750.75025864283,5145318.304322843,271594803001,Wadena,"c(336750.750258643, 5145318.30432284)"
27169POTW03,Winona WWTP,44.0333899,-91.6028801,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,611950.4013253368,4876530.214423655,271696707002,Winona,"c(611950.401325337, 4876530.21442365)"
27045POTW04,Mabel WWTP,43.5244088,-91.761578600000007,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,600079.4191139552,4819797.088277478,270459606003,Fillmore,"c(600079.419113955, 4819797.08827748)"
27049POTW03,Wanamingo WWTP,44.30708869,-92.78618317,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,517053.9095007081,4906003.652470866,270490809002,Goodhue,"c(517053.909500708, 4906003.65247087)"
27067POTW05,Prinsburg WWTP,44.9484116976052,-95.21026479,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,325640.93257730606,4979596.122214922,270677812001,Kandiyohi,"c(325640.932577306, 4979596.12221492)"
27075POTW03,Two Harbors WWTP,47.01715886,-91.66467744,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,601485.527299726,5207936.130731738,270753701004,Lake,"c(601485.527299726, 5207936.13073174)"
27055POTW01,Caledonia WWTP,43.6318348,-91.5017933,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,620858.3358384346,4832073.324806104,270550205002,Houston,"c(620858.335838435, 4832073.3248061)"
27091POTW06,Fairmont WWTP,43.67020811,-94.45962894,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,382328.6738949377,4836279.729377965,270917906003,Martin,"c(382328.673894938, 4836279.72937797)"
27103POTW02,Lafayette WWTP,44.439250798316,-94.39214013,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,389212.90481201437,4921603.786573715,271034801002,Nicollet,"c(389212.904812014, 4921603.78657371)"
27075POTW01,Silver Bay WWTP,47.2951431,-91.2699788,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,630798.2585123134,5239414.475259577,270753703003,Lake,"c(630798.258512313, 5239414.47525958)"
27131POTW01,Morristown WWTP,44.22695653,-93.43821196,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,465000.93866558623,4897174.260269096,271310703005,Rice,"c(465000.938665586, 4897174.2602691)"
27139POTW06,Belle Plaine WWTP,44.6246269,-93.7960013,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,436854.6084735414,4941560.715656847,271390813004,Scott,"c(436854.608473541, 4941560.71565685)"
27143POTW01,Arlington WWTP,44.60019322,-94.0646221,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,415509.93624136737,4939089.692969335,271431704004,Sibley,"c(415509.936241367, 4939089.69296934)"
27147POTW03,Owatonna WWTP,44.0964061,-93.2313585,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,481481.09769657586,4882606.562631872,271479604002,Steele,"c(481481.097696576, 4882606.56263187)"
27161POTW02,New Richland WWTP,43.89396818,-93.5023895,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,459649.6850949597,4860218.882636745,271617902003,Waseca,"c(459649.68509496, 4860218.88263675)"
27171POTW07,Albertville WWTP,45.2414906718247,-93.64838337,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,449112.60017788975,5009981.981545301,271711008021,Wright,"c(449112.60017789, 5009981.9815453)"
27067POTW04,Willmar WWTP,45.0971319204218,-95.15289502,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,330605.9527462075,4995995.329078371,270677806001,Kandiyohi,"c(330605.952746207, 4995995.32907837)"
27055POTW03,Hokah WWTP,43.7622313,-91.3506115,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,632766.0301864158,4846786.900034644,270550202003,Houston,"c(632766.030186416, 4846786.90003464)"
27091POTW05,Sherburn WWTP,43.6523207495345,-94.71507005,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,361694.363023856,4834687.14807073,270917903002,Martin,"c(361694.363023856, 4834687.14807073)"
27127POTW02,Morgan WWTP,44.4213687003499,-94.93722283,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,345787.6640127514,4920500.158354502,271277501003,Redwood,"c(345787.664012751, 4920500.1583545)"
27131POTW04,Nerstrand WWTP,44.3363917,-93.0682003,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,494563.0898111759,4909238.491598793,271310704002,Rice,"c(494563.089811176, 4909238.49159879)"
27137POTW11,Mountain Iron WWTP,47.51301371,-92.61489419,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,528996.4527271962,5262247.88936724,271370128004,Saint Louis,"c(528996.452727196, 5262247.88936724)"
27151POTW03,Appleton WWTP,45.2018266,-96.0324292,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,261839.3967394886,5009845.429438738,271519604002,Swift,"c(261839.396739489, 5009845.42943874)"
27047POTW03,Albert Lea WWTP,43.6058976,-93.30197628,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,475629.63451849914,4828146.564126096,270471807002,Freeborn,"c(475629.634518499, 4828146.5641261)"
27049POTW07,Zumbrota WWTP,44.3005228,-92.6666021,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,526594.5944477268,4905306.168545989,270490809004,Goodhue,"c(526594.594447727, 4905306.16854599)"
27079POTW01,Le Center WWTP,44.3777378,-93.7372993,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,441263.9706712049,4914093.055383773,270799505003,Le Sueur,"c(441263.970671205, 4914093.05538377)"
27103POTW01,Saint Peter city of,44.3410394575645,-93.95783332,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,423647.72091867623,4910198.55651369,271034803003,Nicollet,"c(423647.720918676, 4910198.55651369)"
27103POTW03,Saint George District Sewer System,44.3929303,-94.5349812,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,377749.00495331665,4916662.00090367,271034801003,Nicollet,"c(377749.004953317, 4916662.00090367)"
27127POTW08,Redwood Falls WWTP,44.5704068,-95.1081185,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,332610.51123541465,4937391.437157869,271277502001,Redwood,"c(332610.511235415, 4937391.43715787)"
27139POTW02,Jordan WWTP,44.6797056,-93.6305229,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,450029.050110142,4947564.092532896,271390808002,Scott,"c(450029.050110142, 4947564.0925329)"
27137POTW03,Aurora WWTP,47.517124,-92.2475108,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,556653.9717731875,5262907.2026709905,271370138001,Saint Louis,"c(556653.971773188, 5262907.20267099)"
27137POTW08,Orr WWTP,48.0463069,-92.8326087,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,512475.4579623694,5321460.6174973985,271370155001,Saint Louis,"c(512475.457962369, 5321460.6174974)"
27161POTW03,Waldorf WWTP,43.936856,-93.702814,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,443592.73222064326,4865099.66865654,271617902002,Waseca,"c(443592.732220643, 4865099.66865654)"
27171POTW14,Annandale/Maple Lake/Howard Lake WWTP,45.1785788,-94.033294,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,418814.0220931789,5003307.843147832,271711005003,Wright,"c(418814.022093179, 5003307.84314783)"
27047POTW01,Emmons WWTP,43.4997772,-93.4951911,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,459966.4342153164,4816435.723198256,270471803001,Freeborn,"c(459966.434215316, 4816435.72319826)"
27053POTW02,Greenfield WWTP,45.0813762,-93.73160088,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,442420.34056562476,4992250.646710978,270530270012,Hennepin,"c(442420.340565625, 4992250.64671098)"
27071POTW06,ISD 363 - Indus School,48.6308101,-93.9008828,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,433621.8655427495,5386807.654309218,270717905002,Koochiching,"c(433621.86554275, 5386807.65430922)"
27079POTW04,MRVPUC WWTP,44.4751486,-93.903837,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,428116.41764143883,4925045.994887039,270799502001,Le Sueur,"c(428116.417641439, 4925045.99488704)"
27055POTW04,Houston WWTP,43.7612879,-91.5658132,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,615445.204819113,4846359.6294174455,270550203002,Houston,"c(615445.204819113, 4846359.62941745)"
27091POTW03,Trimont WWTP,43.7690000267735,-94.70519575,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,362757.2381623709,4847629.656229024,270917901002,Martin,"c(362757.238162371, 4847629.65622902)"
27105POTW01,Worthington WWTP,43.6452061,-95.5751598,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,292309.11261752475,4835690.360854422,271051054001,Nobles,"c(292309.112617525, 4835690.36085442)"
27133POTW01,Luverne WWTP,43.65446497,-96.20532509,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,241522.68219248182,4838489.83914268,271335703003,Rock,"c(241522.682192482, 4838489.83914268)"
27139POTW01,New Prague WWTP,44.5581544,-93.5678381,VERTICAL,25.93133651,FT,2.119230747,FT,64.03131081,FT3/SEC,126.0547383,FALSE,NA,NA,454903.03110754304,4934025.657677814,271390812001,Scott,"c(454903.031107543, 4934025.65767781)"
